wav	words	duration
Kelantan_003_001_001_049.wav	tok sapa lutut bowoh atas pado buku lali jah	3.005375
Kelantan_003_001_001_051.wav	dale sangat	2.823625
Kelantan_003_001_001_053.wav	oh gitu oh mugo rumoh bukae atas atas bukit tapi gak tanoh tinggi la jugoknyo mugo dekat dengae ni kae dekat dengae jeram linang	8.756375
Kelantan_003_001_001_057.wav	doh pahtu maso banjir tuh main air ko dop ko dok atas rumoh jah	6.728
Kelantan_003_001_001_059.wav	hoo ado penyakit keno bowok air ko gano allergic	4.979625
Kelantan_003_001_001_061.wav	gitu main air rumoh ore lain lah bukan main main air rumoh rumoh kito	4.2173125
Kelantan_003_001_001_063.wav	nyelam nah ko	2.089875
Kelantan_003_001_001_065.wav	berenang gitu jah	2.145625
Kelantan_003_001_001_067.wav	iyo air keroh nih	2.0939375
Kelantan_003_001_001_069.wav	oh pahtu tok pindoh lah maso banjir tuh	3.7119375
Kelantan_003_001_001_071.wav	tok leh pindoh	1.6815
Kelantan_003_001_001_073.wav	iyo oh gitu deh	2.442875
Kelantan_003_001_001_074.wav	oh pah tu tok gi ado dekat dekat rumoh ado baruh	4.444125
Kelantan_003_001_001_076.wav	tak dok baruh	1.5228125
Kelantan_003_001_001_078.wav	oh tok kenal baruh dio ore wakaf che yeh	3.4558125
Kelantan_003_001_001_079.wav	takdok baruh kali baruh baruh tuh sawoh padi	3.99975
Kelantan_003_001_001_081.wav	kalu katonyo ore kedah bendang	2.125625
Kelantan_003_001_001_084.wav	ado ado sawoh padi ko ado baruh	2.92875
Kelantan_003_001_001_086.wav	oh gitu	2.5380625
Kelantan_003_001_001_088.wav	baruh	1.2373125
Kelantan_003_001_001_089.wav	banyok lah kito gak buke kito lah ore lain kade kade ado ore gi ngail ado	6.019375
Kelantan_003_001_001_090.wav	ado ore apo nih	2.787875
Kelantan_003_001_001_091.wav	ngail so pahtu ah tehe pukat ike darat ah tengok sek sek ni dok post kat facebook kae	7.7815
Kelantan_003_001_001_092.wav	masok ike bulih ike darat sedap loni	3.140875
Kelantan_003_001_001_094.wav	musim musim hujan ni gak make pulut ike kering sedap	4.900875
Kelantan_003_001_001_096.wav	make dop	1.3959375
Kelantan_003_001_001_099.wav	pulut pulut	1.142125
Kelantan_003_001_001_101.wav	ah make blako	2.007875
Kelantan_003_001_001_102.wav	bagus bagus bagus ah ni apo ni mmm make ikan jeruk	7.297
Kelantan_003_001_001_104.wav	ikan kembung lah yo ikan jeruk ikan budu ore panggil ado jugok panggil ikan budu ado panggil ikan jeruk	5.1141875
Kelantan_003_001_001_106.wav	yo goreng denga ikan yo goreng denga telur ah sedap	4.6295
Kelantan_003_001_001_107.wav	buh asam lima ghenyek asam lima	2.0135
Kelantan_003_001_001_108.wav	sedap makan nasi hujan hujan loni hujan hujan musim loni ado ikan gotuh	3.2995
Kelantan_003_001_001_110.wav	oh kito beso makan kalu beso makan nasi skalo duo pinggey gak loni tigo pinggey	5.939625
Kelantan_003_001_001_112.wav	teringin nok makan	0.95175
Kelantan_003_001_001_114.wav	oh ikan ikan jeruk ikan tuh kan ikan jeruk ore panggil ikan jeruk lah dio goreng pahtu gak	5.36675
Kelantan_003_001_001_115.wav	kito pecoh telur tuh pecoh sekali nga ikan letok atas ikan tuh pehe	4.5309375
Kelantan_003_001_001_116.wav	ah pahtu ghenyek asam lima sedap lah masam masam masin nga telur	5.00825
Kelantan_003_001_001_118.wav	ah bulih lah	1.700875
Kelantan_003_001_001_119.wav	sedaplah makan nasi cicoh nga sambal nasi panas panas kae hujan hujan nih	4.4001875
Kelantan_003_001_001_120.wav	musim musim banjir nih sedap nyakut molek	3.51875
Kelantan_003_001_001_122.wav	hoo lapar deh	1.5863125
Kelantan_003_001_001_123.wav	mmm siye dio pahni kito gi make	3.278375
Kelantan_003_001_001_125.wav	pahtu	1.6815
Kelantan_003_001_001_127.wav	banjir cerito banjir kae cerito banjir ni	2.624125
Kelantan_003_001_001_129.wav	dok lah pahtu haritu dan dok naik perahunyo tok dan naik lah perahunyo	3.278375
Kelantan_003_001_001_131.wav	mmm pahtu ado nih ado kemusnahan harta bendo	5.279625
Kelantan_003_001_001_133.wav	oh gitu	2.189125
Kelantan_003_001_001_134.wav	oh rumoh nenek dekat denga rumoh-rumoh  ni lah kiro sekapung jugok lah	5.58375
Kelantan_003_001_001_136.wav	mmm gitu maso tuh joh brapo eh maso tuh duo ribu duo kito ingat kito joh pat	3.6485
Kelantan_003_001_001_138.wav	kito joh pat duo ribu duo	1.68375
Kelantan_003_001_001_139.wav	eh joh ho nok masuk joh pat	2.725125
Kelantan_003_001_001_141.wav	oh joh satu kot gitu skoloh naik air skoloh	3.2888125
Kelantan_003_001_001_142.wav	oh gitu skoloh naik skoloh	4.1001875
Kelantan_003_001_001_144.wav	skoloh skoloh rendoh skoloh mano skoloh mono dulu	3.4771875
Kelantan_003_001_001_146.wav	skoloh kota naik air skoloh kota	3.702125
Kelantan_003_001_001_147.wav	dok lah bukan ado sain skoloh kota ni sekolah kebangsaan kota	4.0344375
Kelantan_003_001_001_149.wav	ah gitu	3.2360625
Kelantan_003_001_001_151.wav	ah ingat ko skoloh tuh buat pusat pusat ni pusat ore mindoh banjir	7.2295
Kelantan_003_001_001_153.wav	sebelum masuk kelas tuh	3.014
Kelantan_003_001_001_155.wav	oh gitu deh	2.7326875
Kelantan_003_001_001_157.wav	pahni suko banjir tokleh kito dok sini tok dey main banjir	5.584375
Kelantan_003_001_001_159.wav	besar doh deh	1.8718125
Kelantan_003_001_001_161.wav	hoo jolo doh jame budok-budok dulu suko main banjir	3.78775
Kelantan_003_001_001_163.wav	oh jolo jugok deh	1.7131875
Kelantan_003_001_001_165.wav	yo doh besar dio lain sikit sero	3.44525
Kelantan_003_001_002_006.wav	tok tengok ah tu	1.6330625
Kelantan_003_001_002_008.wav	ado ah mmm ado sekadar hiasan hiasan	5.0923125
Kelantan_003_001_002_010.wav	ah bakpo dekat amir ado ko	3.758625
Kelantan_003_001_002_012.wav	ah tok kelih	3.672
Kelantan_003_001_002_014.wav	iyo	1.0056875
Kelantan_003_001_002_016.wav	iyo rumoh naik lah air	2.3785625
Kelantan_003_001_002_018.wav	dale koloh tuh naik sokmo doh dale gelas pun kalu dae nok naik jugok	4.9403125
Kelantan_003_001_002_020.wav	hok tuh hok tuh hok alik tuh kot alik pasir puteh kot	3.869
Kelantan_003_001_002_022.wav	mmm mmm	1.0911875
Kelantan_003_001_002_024.wav	iyo	0.952625
Kelantan_003_001_002_026.wav	gapo namo tuh	2.2276875
Kelantan_003_001_002_028.wav	gapo	1.195125
Kelantan_003_001_002_030.wav	gapo	1.0911875
Kelantan_003_001_002_032.wav	gapo sebab sebab isti istilah tok rajin dengar kae gapo namo	4.886375
Kelantan_003_001_002_034.wav	gapo tuh	1.0219375
Kelantan_003_001_002_036.wav	tapi rasonyo ado lah teringat banjir teruk jugok lah sapa sapa nih	7.3936875
Kelantan_003_001_002_038.wav	ah bulih naik perahu	1.8186875
Kelantan_003_001_002_040.wav	rumoh takdok perahulah tapi dale kapung tuh ado	3.5658125
Kelantan_003_001_002_041.wav	hoo hoo	1.40775
Kelantan_003_001_002_043.wav	mmm ccedey dohlah	2.2975
Kelantan_003_001_002_044.wav	siap buak buak bayaran lagi sapo nok naik	3.7050625
Kelantan_003_001_002_046.wav	tahulah kito tok naik tapi bunyi kato ado ak buak bayaran lah ore kato amik kesempatan	6.1924375
Kelantan_003_001_002_048.wav	oh biaso doh	2.424875
Kelantan_003_001_002_050.wav	sebab kawasan kapung tuh kawasan rendoh tu lah dio jadi naik air sapa paras pinggey jugok lah	10.0615
Kelantan_003_001_002_053.wav	rajin lah jugok nipulah kalu tok rajin jejok kae	4.3475
Kelantan_003_001_002_055.wav	main air maso tuh ah budok lagi main air pahtu balik rumoh tuh ah naik meroh meroh	8.93675
Kelantan_003_001_002_057.wav	oh yolo lah tuh eh sebab air mari blako air dari mmano tok tahulah	6.1605625
Kelantan_003_001_002_058.wav	capur blako kae kitonyo suko tok rajin main main bulihlah nyakit	6.5465625
Kelantan_003_001_002_060.wav	ah dok	0.952625
Kelantan_003_001_002_062.wav	rumoh ore lain lah	1.863375
Kelantan_003_001_002_064.wav	tak dok sapa nyelam	1.9650625
Kelantan_003_001_002_066.wav	takut nok nyelam air bukan jernih pun	3.4205625
Kelantan_003_001_002_068.wav	ah tak dok pindoh lah	2.0091875
Kelantan_003_001_002_070.wav	mmm takdok lah teruk pun	2.7366875
Kelantan_003_001_002_072.wav	baruh	1.195125
Kelantan_003_001_002_074.wav	baruh tuh gapo	2.0535
Kelantan_003_001_002_076.wav	oh sawoh padi	2.6645
Kelantan_003_001_002_078.wav	ado	0.98725
Kelantan_003_001_002_080.wav	ado baruh lah rumoh kito	2.99975
Kelantan_003_001_002_082.wav	alik alik pasir puteh tuh ado ko	3.0229375
Kelantan_003_001_002_085.wav	gapo	1.1085
Kelantan_003_001_002_087.wav	pulut make blako kito	2.667375
Kelantan_003_001_002_089.wav	ike jeruk ike-ike gapo	4.2435625
Kelantan_003_001_002_091.wav	ah tok rajin lah pulok	2.5280625
Kelantan_003_001_002_094.wav	oh beso make lah kae sebab tu lah oyak	3.0500625
Kelantan_003_001_002_096.wav	kalu make make denga ikan jeruk tuh dohtu	2.9791875
Kelantan_003_001_002_099.wav	oh bulih lah nok tera buat lepah nih tok tahu lah pulok	3.1004375
Kelantan_003_001_002_102.wav	dohlah lapar nih kecek pasal make ni pulok	2.8579375
Kelantan_003_001_002_104.wav	oh banjir	1.967875
Kelantan_003_001_002_106.wav	tak dok pengalaman banjir ko	2.18575
Kelantan_003_001_002_108.wav	tok dan naik kito ore tok wi naik	2.8575
Kelantan_003_001_002_110.wav	sebab rumoh nenek naik air alik dapur dio tuh mace rendoh sikit adolah kemusnahan bahagian dapur tuh	10.4533125
Kelantan_003_001_002_112.wav	sekapung jah gi main air rumoh nenek lah	3.41625
Kelantan_003_001_002_114.wav	joh duo	1.2644375
Kelantan_003_001_002_116.wav	skoloh	1.125875
Kelantan_003_001_002_118.wav	gapo	1.1605
Kelantan_003_001_002_120.wav	ah skoloh kat koto	3.40175
Kelantan_003_001_002_123.wav	oh iyo ko skoloh tuh naik air jugok lah	6.28825
Kelantan_003_001_002_125.wav	kalu kat pade gak po kolam doh	3.0461875
Kelantan_003_001_002_127.wav	rasonyo skoloh tuh pernah buat rasonyo	4.7673125
Kelantan_003_001_002_129.wav	ingat hari tuh sekali ado keno nyipe gapo tau	3.2348125
Kelantan_003_001_002_130.wav	bekas ah ore duduk nilah	2.6108125
Kelantan_003_001_002_131.wav	sebelum mula sebelum mulo eh belajar tuh	4.996625
Kelantan_003_001_002_133.wav	ah keno nyipe keno nyipe sikit lah sebab bekas apo keno pindah  gapo kae	6.2853125
Kelantan_003_001_002_135.wav	takpo lah tok main pun	2.39025
Kelantan_003_001_002_137.wav	mmm ah sekurang kurangnyo ado jugok lah pengalaman hok jame dulu tuh	6.60025
Kelantan_003_001_002_139.wav	mmm besar pun suko jugok	3.2043125
Kelantan_003_001_002_142.wav	dio dio lain sikit pasal ah kecik nga besar nih	4.5670625
Kelantan_003_005_001_002.wav	nurul nurul ikuk dok perkembange semaso loni ah isu isu sosio loni	7.4615
Kelantan_003_005_001_004.wav	la tok kea tok ikuk lasung baco surak kobar tok kea tok rajin denga ore royak	3.6600625
Kelantan_003_005_001_006.wav	ah isu sosia isu sosia ni isu keruntuhe akhlak deh	4.6004375
Kelantan_003_005_001_008.wav	ah isu sosia nih belaku pado golonge mudo jah ore tuwo nih tak dok mano doh mugo ore tua tok reti doh ore tuwo nok koh doh	9.751
Kelantan_003_005_001_009.wav	ah apa ni	1.74125
Kelantan_003_005_001_010.wav	ngapo dio nurul nurul pahe tente gejalo sosial keruntuhe akhlak ni	3.960625
Kelantan_003_005_001_011.wav	gapa dio nurul fahe	1.6974375
Kelantan_003_005_001_013.wav	mmm nurul tahu la mace isu tahu isu gapo gapo dio ko penyebab ko faktor punco ko satu isu ah	9.7915625
Kelantan_003_005_001_015.wav	ah dok nanti nanti kito ake gih pado punco dio dok	4.931625
Kelantan_003_005_001_016.wav	tapi nok tahu sejauh mano nurul tahu pasa isu sosia nih isu sosia nih meliputi isu gapo dio	5.8064375
Kelantan_003_005_001_018.wav	ah contoh isu  gapo	2.3339375
Kelantan_003_005_001_020.wav	isu mat rempit ko	3.53625
Kelantan_003_005_001_022.wav	ah isu gapo lagi selain daripado tuh	2.546125
Kelantan_003_005_001_024.wav	alo banyok kea bue bayi pergaule bebah	5.379375
Kelantan_003_005_001_026.wav	mmm banyok isu gejala sosia nih	3.9735
Kelantan_003_005_001_027.wav	mmm banyok lah nok oyak tuh tak terbile denge jari	6.33325
Kelantan_003_005_001_028.wav	dio masoloh loni iyo mace masaloh ni setiap zame ado masaloh dio dok	7.103875
Kelantan_003_005_001_030.wav	tapi kito tu lah kito keno mengatasi lah sebaknyo kito raso perkaro nih tok leh kito biar gitu sebak generasi oghe oghe mudo la ni hok nok	11.3446875
Kelantan_003_005_001_032.wav	ah ya betul betul betul	3.9895
Kelantan_003_005_001_033.wav	ah bagi nurul lah	3.442625
Kelantan_003_005_001_036.wav	gapo dio	1.8541875
Kelantan_003_005_001_037.wav	sebak-sebak sebak musabab dio apo nih berlakunyo gejala sosia nih	5.9443125
Kelantan_003_005_001_038.wav	keruntuhe akhlak remajo nih	2.8328125
Kelantan_003_005_001_040.wav	iyo lah sbenanyo dari segi sbenanyo dari segi faktor faktor	5.6708125
Kelantan_003_005_001_042.wav	bakpo tuh atah diri sediri tuh cubo hurai sikit atah diri sediri dio tak dok gapo dio lagi dio sediri ko dio hok caghi diri sediri	6.977625
Kelantan_003_005_001_044.wav	yolo lah mace diri sediri tuh dio tak dok mace dio tak dok bokali jati diri ko guano tulun oyak sikit tak dok agamo ko guano ko ah	9.1486875
Kelantan_003_005_001_047.wav	tapi kalu dio ilmu gapo agamo nih dio keno aja	5.0881875
Kelantan_003_005_001_048.wav	sapo dio pelu ngajar tuh ah dok kito tok leh	4.262375
Kelantan_003_005_001_050.wav	oh gitu dok ado kea	3.3049375
Kelantan_003_005_001_051.wav	ah hadih nabi dio oyak hadih nabi oyak bersabda ah anok itu ibarak kaen putih	6.15
Kelantan_003_005_001_054.wav	pahtu kan sapo yang mencorak kea kaen putih tuh	3.6873125
Kelantan_003_005_001_056.wav	ah betul betul betul	2.4351875
Kelantan_003_005_001_058.wav	pahtu ibu bapo nih kade kade ibu bapo pun tok tahu	4.0954375
Kelantan_003_005_001_059.wav	nok ngaja anok gano paka besa nga gitu jah	3.4336875
Kelantan_003_005_001_061.wav	dok	1.1489375
Kelantan_003_005_001_062.wav	faktor faktor dio lah faktor diri sediri tuh lain doh la faktor diri sediri tuh kehendok keingine dio	6.16925
Kelantan_003_005_001_063.wav	atau pun pemberontakea dale diri dio untok nok bebah ko untok nok merasai nok cubo nok gapo dok	6.8266875
Kelantan_003_005_001_064.wav	acu nok acu cubo try teh	2.33025
Kelantan_003_005_001_066.wav	gak mok pok pulok mok pok ni hok lah kade kade mok pok nih sibuk kijo ko	6.633375
Kelantan_003_005_001_067.wav	tok dea nok cagho ko anok ko atau pun anok rama	3.56425
Kelantan_003_005_001_068.wav	oh lah dio gitu lah kade kade anok-anok nih kure perhatiea kure kasih sayea kure cakno ore kato gak	8.1023125
Kelantan_003_005_001_070.wav	oh dio caghi saeng lah caghi saeng saeng mulonyo kito bersaeng	7.4333125
Kelantan_003_005_001_072.wav	iyo lah iyo kalu kito ngaji dale antologi sosiologi nih dio pangge agen of sosialisasi	8.6218125
Kelantan_003_005_001_073.wav	agen pembentuk	1.8120625
Kelantan_003_005_001_074.wav	saeng rakan sebayo lah saeng tu rakan sebayo ibu bapo diri sediri dok pahtu persekitare sekoloh tuh	10.801125
Kelantan_003_005_001_075.wav	persekitare dio ah persekitare tu yang menyebabkea kito nih terpengaruh denge sesuatu tuh	6.5368125
Kelantan_003_005_001_076.wav	tengok kito tengok saen kito nok buwak kito pun nok buwak	3.003625
Kelantan_003_005_001_077.wav	ah panda panda dio maen gitu lah tu lahkito apo nih kito rusing nyo	8.613125
Kelantan_003_005_001_079.wav	dok ko nurul kato gano	2.0355
Kelantan_003_005_001_081.wav	ah nurul ado rajin menghadapi masaloh ko mace menghadapi masaloh ko atau pun pernoh mende	5.1201875
Kelantan_003_005_001_082.wav	pernah mendengar masolah ko melihat masaloh gini depe mato sediri ko ado kajian keh sediri ko gano	8.0310625
Kelantan_003_005_001_085.wav	oh betul betul	1.2956875
Kelantan_003_005_001_086.wav	hok tuh kito rusing loni tuh kalu pakat hanyut belako gak sapo dio nok tu dok	5.188
Kelantan_003_005_001_087.wav	ko jauh ko jauh	1.9158125
Kelantan_003_005_001_089.wav	lagi kalu kito kiro kese kese dio tuh gapo dio kese dio bagi nurul lah kese kese dio nih oghe kato hok lah	6.9145
Kelantan_003_005_001_090.wav	kese gejalo sosio nih gapo dio tadi kito kato punca dok kese dio tu go dio hok nurul bulih oyak	7.9845
Kelantan_003_005_001_092.wav	masyarakat bahayo deh pahtu kese kepado keluargo keluargo gano keluargo	7.517125
Kelantan_003_005_001_094.wav	mesti malu mok air muka mok pok dok	3.7129375
Kelantan_003_005_001_095.wav	mmm iyo lah iyo malu air muko mok pok pahtu gak apo nih ah nih	8.4905625
Kelantan_003_005_001_096.wav	kepado negaro kito rugi lah tenago tenago nih sebak kito bulih guno kea tenagotenago oghe kato modal ise modal ise nih bulih la untok pembangune negaro nih	10.1108125
Kelantan_003_005_001_097.wav	kalu oghe mudo hanyut lagu gak kito nok harak ko sapo doktok kea nok harak ko mat indon ko mat bangla maghi nih loni pun rama doh mat bangla melayu loni malah kijo dok	10.3198125
Kelantan_003_005_001_098.wav	mmm duk kait kelapo sawit mat bangla duduk ape nih duduk kijo mano mano pun mat indon	10.6348125
Kelantan_003_005_001_100.wav	oghe luar negaro dok kito import kea	3.274
Kelantan_003_005_001_101.wav	anok wat gano mugo kito kekurange tenago sebak tuh kito rugi sangat tuh	4.677375
Kelantan_003_005_001_102.wav	pembangune modal ise tuh holah slow sikit	4.2928125
Kelantan_003_005_001_105.wav	nih apo nih gejala sosia deh raso raso gejala gejala sosia nih bulih diselesai ko dok	6.7179375
Kelantan_003_005_001_107.wav	ya ya kito keno apo nih sumo pihok keno bekerjasamo deh	6.728
Kelantan_003_005_001_108.wav	ok betul betul harak harak kito mendapat mmm apo nih dapat menyelesaikea apo nih gejalo nih deh	9.9105625
Kelantan_003_005_001_109.wav	ok ye ok bye	4.2361875
Kelantan_003_005_002_002.wav	tak ikuk pung	2.0066875
Kelantan_003_005_002_004.wav	ado lo jugok denga sikit sikit tuh	3.651125
Kelantan_003_005_002_007.wav	gapo hok sayo pehe apo pehe	3.28875
Kelantan_003_005_002_010.wav	gano eh sokmo sokmo la kea pasa punco	4.6544375
Kelantan_003_005_002_011.wav	sokmo sokmo ah kalu jadik gapo gapo mesti saloh mok ayoh	5.9156875
Kelantan_003_005_002_013.wav	ah isu gapo	3.058125
Kelantan_003_005_002_015.wav	mat rempit	1.951
Kelantan_003_005_002_017.wav	pemimpin akea datea	2.9821875
Kelantan_003_005_002_019.wav	hok sbena ko	1.9788125
Kelantan_003_005_002_021.wav	faktor-faktor kalu sayo la atah diri sediri lah faktor dio	5.7190625
Kelantan_003_005_002_023.wav	ah contoh la kea	3.0100625
Kelantan_003_005_002_025.wav	ah ada lebih pada agama lah	2.787125
Kelantan_003_005_002_028.wav	walaupun diajar tapi diri sediri tak amalkea tak boleh juga	5.1429375
Kelantan_003_005_002_030.wav	ibu bapa lah	1.700125
Kelantan_003_005_002_032.wav	eh start lah buat hal	2.64775
Kelantan_003_005_002_035.wav	selaen ibu bapo kea saeng hok paling rapak	3.0936875
Kelantan_003_005_002_037.wav	nok buwak jugok	2.2575625
Kelantan_003_005_002_039.wav	betul la tuh	2.2854375
Kelantan_003_005_002_041.wav	setakak nih tak dok lagik lah tapi hari tuh maso	5.6238125
Kelantan_003_005_002_043.wav	ah penoh lah maso tuh lewak pagik dale	4.15275
Kelantan_003_005_002_044.wav	ah dale pukul epat pagik gituh lah	4.097
Kelantan_003_005_002_047.wav	ah sepanje jale tuh napok la ah muto barise muto tuh dok	6.209875
Kelantan_003_005_002_048.wav	tengok tengok so so far tengok tuh melayu buke nok kato lah tapi majoritinyo melayu	9.237625
Kelantan_003_005_002_050.wav	kalu contohlah sayo kato mat rempit takdi dok	3.3445
Kelantan_003_005_002_051.wav	kese dio maso depe lah sarin	5.0068125
Kelantan_003_005_002_053.wav	loni pun kijo besabesa pun jugok ore nih kea	6.075875
Kelantan_003_005_002_055.wav	bulih jah kito amik langkoh-langkoh dio tapi nok hapuh teruh tuh meme tok leh lah meme ado jugok la	7.94325
Kelantan_004_002_001_002.wav	gapo dio oloh serabut lah mu nigak ngaca ore sokmo	3.7485625
Kelantan_004_002_001_004.wav	bilo	1.18175
Kelantan_004_002_001_006.wav	emi jjupo nga aku buke mu	2.8965
Kelantan_004_002_001_008.wav	ah pandai lah	1.807375
Kelantan_004_002_001_009.wav	sajo ore kae doh lah lamo tok jjupo pahtu gak	2.481625
Kelantan_004_002_001_010.wav	tahu kito ado tuh gak wak tok tahu gitu jah	4.1360625
Kelantan_004_002_001_012.wav	tak po beso doh gitu sain	3.359875
Kelantan_004_002_001_014.wav	ho lah siap komen gapo ti gilo lawanyo dio ti	6.124625
Kelantan_004_002_001_016.wav	gold gold purple ti	2.4105
Kelantan_004_002_001_017.wav	ti jolo aku baru perase dio amik tema sapo safi rania gold	6.0444375
Kelantan_004_002_001_020.wav	rozita che we tuh ngepen tuh	2.8733125
Kelantan_004_002_001_021.wav	ha purple gold lah hok ye hok ngepen rania gold	4.239125
Kelantan_004_002_001_023.wav	oh pink pink lawa sangat	2.4561875
Kelantan_004_002_001_025.wav	oh ado gambar maso akad nikoh	2.989125
Kelantan_004_002_001_027.wav	ore kelate	1.3496875
Kelantan_004_002_001_029.wav	lamo doh che mat jugok tuh	2.7110625
Kelantan_004_002_001_031.wav	ah che mat rosli	1.86325
Kelantan_004_002_001_033.wav	tuh che mat jugok	1.64425
Kelantan_004_002_001_034.wav	ti comei sangat kae	1.9708125
Kelantan_004_002_001_036.wav	ah dok sebab aku dok nilah tahulah dio nikoh duo puluh haribulan pahtu	5.295
Kelantan_004_002_001_037.wav	duo puluh haribulan lepas lah minggu lepas baru kae duo puluh haribulan	4.1504375
Kelantan_004_002_001_038.wav	pahtu kak long lah oyak kat aku tinah gapo ajok lah gi skali dio nikoh gapo	4.406
Kelantan_004_002_001_039.wav	aku kae dok serabut nge assignment presentation apo sumo oyak lah ko sek dio mitok maaf banyoklah assignment presentation sumo	6.8559375
Kelantan_004_002_001_040.wav	sek dio pun oyak  gilah sain tak polah tuh	3.9749375
Kelantan_004_002_001_041.wav	sek dio tuh bukenyo sapo dio lagi mek long nge tinah lah oyak ginilah sain deh	5.8761875
Kelantan_004_002_001_042.wav	dio nikoh pun toksey gi pahtu gak aku nikoh pahni mesti tok mari jugok aku nok boikot mari kito pakat boikot tini oyak toksey mari kalu aku nikoh	7.37525
Kelantan_004_002_001_044.wav	dio cikgu cikgu tadika  raso dekat farlim tau dok tadika farlim	3.7413125
Kelantan_004_002_001_045.wav	dekat nuh usm kubang kerian	2.32675
Kelantan_004_002_001_047.wav	bakal tune ore tuh	1.2049375
Kelantan_004_002_001_049.wav	yang dok sore lagi kae dio kato single bakal tunang dengan bakal isteri	5.369625
Kelantan_004_002_001_051.wav	tuh lah ti mat jugok ramai lah che mat nih kalu namo kelate gak che mat	4.5648125
Kelantan_004_002_001_053.wav	banyok pulok ti story gak sikit	4.394375
Kelantan_004_002_001_056.wav	oyak jugok ti time bahagio bahagio time buke time sengsaro time ado krisis tu krisis jugok deh lagu tulah ti	6.593
Kelantan_004_002_001_058.wav	tulah ti meme loni musim ore nikoh ti deh	3.05925
Kelantan_004_002_001_060.wav	bule duo belah musim ore nikoh sebabnyo cuti skoloh	4.699125
Kelantan_004_002_001_062.wav	eh nawa	1.7610625
Kelantan_004_002_001_064.wav	nawa kae aku gi pat dio nikoh haritu	3.0084375
Kelantan_004_002_001_065.wav	tahu ko dok ti nawa ti	3.530875
Kelantan_004_002_001_066.wav	doh isi doh	2.9851875
Kelantan_004_002_001_068.wav	bahagio sangat ti ya allah syoknyo ti rasa mace so sweet sangat	5.369625
Kelantan_004_002_001_070.wav	hola dio kae sambung master sekali nge aku	2.850125
Kelantan_004_002_001_072.wav	ha tulah sebab haritu	2.58175
Kelantan_004_002_001_074.wav	zati ho zati sain aku zati	2.3153125
Kelantan_004_002_001_075.wav	takdok lagi hoo	1.6525
Kelantan_004_002_001_077.wav	merancang kot ceh merancang takdok rezeki lagi kot deh	3.173875
Kelantan_004_002_001_078.wav	tapi gak nawa tuh rezeki dio tuh cepat lah kato kae baru jah nikoh haritu	4.536625
Kelantan_004_002_001_080.wav	nawa zati nga kak nisa	2.3045625
Kelantan_004_002_001_082.wav	holah nawa ho nawa	2.3365
Kelantan_004_002_001_083.wav	holah nawa ho nawa kae haritu kae aku gi skali maso dio nikoh kae naek bas nga dio sekali nanti balik ganu ganu lah	6.97675
Kelantan_004_002_001_084.wav	aku tanyolah dio you kalu nok sambung study nih ah pastu camano nak plan ko gilo soalae aku	7.559
Kelantan_004_002_001_085.wav	dok dio kato kalu bulih nok plan lah	3.631625
Kelantan_004_002_001_086.wav	tok sey lah cepat cepat anok kae apo sumo takut nanti mace nok perabih study dulu	5.5365
Kelantan_004_002_001_088.wav	tok laki dio kijo nih dekat apo syarikat company dekat sinilah dekat bayan lepas nuh bahagian logistik ah	8.9179375
Kelantan_004_002_001_090.wav	hoo sedap lah kironyo walopon umur sebayo tapi tok laki dio tuh kijo doh kijo lamo doh	6.85425
Kelantan_004_002_001_092.wav	alhamdulillah lah ha	2.340375
Kelantan_004_002_001_094.wav	gelenya sedapnyo sedapnyo	2.964875
Kelantan_004_002_001_095.wav	nikoh-nikoh ti	1.475
Kelantan_004_002_001_097.wav	ti aku bahagio sajo ti duit takdok nok nikoh rano	4.781875
Kelantan_004_002_001_099.wav	sokmo doh sokmo gitu mu tok napok jale lah gapolah	4.402625
Kelantan_004_002_001_101.wav	eh doh lamo doh gewe nikoh nikoh lah moleknyo tok molek gewe lamo lamo	5.885625
Kelantan_004_002_001_103.wav	beloh sano tuh beloh sano tuh gano ti mu gak eh	3.7746875
Kelantan_004_002_001_105.wav	tawar hati doh ko	1.596375
Kelantan_004_002_001_107.wav	dio takdok effort dio mace ceh gantung tok bertali lagu mano tahu doh dio mace tok bagi harape lah tok buwi harape	6.590125
Kelantan_004_002_001_109.wav	tok sey lepas tapi tok sey ikat ah gitu	4.363875
Kelantan_004_002_001_111.wav	hola ti duo puluh tigo tahun depe duo puluh pat ti	3.63975
Kelantan_004_002_001_114.wav	luso doh ti nok tahun baru duo puluh pat lah biar bule sepuluh pun deh biar bule nae pun ho	4.9713125
Kelantan_004_002_001_115.wav	he tahu lah ti  mu jange oyak ti mu tok lamo doh nok kijo ha ore deh doh kijo gak	7.237375
Kelantan_004_002_001_116.wav	ah jupo nge ore kijo jugok kiro jolo lah	3.2918125
Kelantan_004_002_001_117.wav	mace aku nih meme lah tok lamo jugok nok kijo doh pun nok posting tapi gak	4.5859375
Kelantan_004_002_001_119.wav	it's not that easy hola speaking pulok biasolah ore ore bahaso inggeris kae	4.0900625
Kelantan_004_002_001_120.wav	ah buke sene ti ha mu ingat rano nok lepas abah aku tuh ingat sene sene nok lepas anok tino dio	6.156875
Kelantan_004_002_001_122.wav	eh dio gi doh kelate tapi tok sapa rumoh lah aku susuk kat tesco	5.3493125
